stage_id,run_id,parent_run_id,run_date,status,judgment,decision,next_run_id,primary_artifact,report_path,gate_passes,gate_total,claim_boundary,view,tier,metric_scope,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,matched_rows,expectancy,attempt_count
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340E_review_f01_local_floor_pressure_mt5_probe_without_db_v1,run340D_execute_f01_local_floor_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340E_f01_pressure_probe_reviewed_negative_with_control_semantics_repair_required_no_selection,pressure_surface_negative_but_exact_replay_control_semantics_invalid_close_on_flat_mismatch_repair_required_no_selection,stage340E_open_run340F_corrected_f01_close_on_flat_false_pressure_package,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340E/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340E_f01_pressure_probe_review.md,12,12,research_development_f01_pressure_mt5_probe_review_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340E_review_f01_local_floor_pressure_mt5_probe_without_db_v1,run340D_execute_f01_local_floor_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340E_f01_pressure_probe_reviewed_negative_with_control_semantics_repair_required_no_selection,pressure_surface_negative_but_exact_replay_control_semantics_invalid_close_on_flat_mismatch_repair_required_no_selection,stage340E_open_run340F_corrected_f01_close_on_flat_false_pressure_package,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340E/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340E_f01_pressure_probe_review.md,12,12,research_development_f01_pressure_mt5_probe_review_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_p09_s545_l51_m01_h12,-25.81,0.78,81.75,-0.32,40.0,same_as_tier_a_until_tier_b_available,,,58270.0,-0.65,10.0
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,run340E_review_f01_local_floor_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340F_f01_close_on_flat_false_pressure_probe_package_materialized_no_selection,f01_close_on_flat_false_pressure_mt5_probe_package_ready_runtime_execution_required_no_selection,stage340F_open_run340G_execute_f01_close_on_flat_false_pressure_probe,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340F/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340F_probe_package.md,11,11,research_development_f01_close_on_flat_false_pressure_runtime_probe_package_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_package,logreg_balanced_c025,,,,,,mt5_probe_package_ready_runtime_execution_required(런타임 실행 필요),5827.0,53.0,,,10.0
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,run340E_review_f01_local_floor_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340F_f01_close_on_flat_false_pressure_probe_package_materialized_no_selection,f01_close_on_flat_false_pressure_mt5_probe_package_ready_runtime_execution_required_no_selection,stage340F_open_run340G_execute_f01_close_on_flat_false_pressure_probe,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340F/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340F_probe_package.md,11,11,research_development_f01_close_on_flat_false_pressure_runtime_probe_package_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,run340E_review_f01_local_floor_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340F_f01_close_on_flat_false_pressure_probe_package_materialized_no_selection,f01_close_on_flat_false_pressure_mt5_probe_package_ready_runtime_execution_required_no_selection,stage340F_open_run340G_execute_f01_close_on_flat_false_pressure_probe,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340F/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340F_probe_package.md,11,11,research_development_f01_close_on_flat_false_pressure_runtime_probe_package_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025,,,,,,mt5_probe_package_ready_runtime_execution_required(런타임 실행 필요),5827.0,53.0,,,10.0
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,2026-06-01,completed_stage340G_f01_close_on_flat_false_mt5_probe_executed_review_required_no_selection,mt5_f01_close_on_flat_false_pressure_probe_outputs_available_review_required_no_selection,stage340G_open_run340H_review_f01_close_on_flat_false_pressure_probe,run340H_review_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340G/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340G_mt5_probe.md,9,9,research_development_f01_close_on_flat_false_pressure_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe,,123.6,1.9,,1.24,33.0,mt5_f01_close_on_flat_false_pressure_probe_outputs_available_review_required_no_selection,,,58270.0,,10.0
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,2026-06-01,completed_stage340G_f01_close_on_flat_false_mt5_probe_executed_review_required_no_selection,mt5_f01_close_on_flat_false_pressure_probe_outputs_available_review_required_no_selection,stage340G_open_run340H_review_f01_close_on_flat_false_pressure_probe,run340H_review_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340G/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340G_mt5_probe.md,9,9,research_development_f01_close_on_flat_false_pressure_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required,,,,,
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,run340F_materialize_f01_close_on_flat_false_pressure_mt5_probe_package_without_db_v1,2026-06-01,completed_stage340G_f01_close_on_flat_false_mt5_probe_executed_review_required_no_selection,mt5_f01_close_on_flat_false_pressure_probe_outputs_available_review_required_no_selection,stage340G_open_run340H_review_f01_close_on_flat_false_pressure_probe,run340H_review_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340G/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340G_mt5_probe.md,9,9,research_development_f01_close_on_flat_false_pressure_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,,123.6,1.9,,1.24,33.0,same_as_tier_a_until_tier_b_available,,,58270.0,,10.0
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340H_review_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340H_f01_close_on_flat_false_pressure_probe_reviewed_positive_clue_no_selection,f01_corrected_control_positive_runtime_probe_q09_net_clue_quality_tradeoff_forward_cost_session_missing_no_selection,stage340H_open_stage341A_f01_stability_cost_regime_validation_branch,run341A_branch_stage340_to_f01_stability_cost_regime_validation_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340H/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340H_f01_close_on_flat_false_pressure_review.md,9,9,research_development_f01_corrected_pressure_mt5_probe_review_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe_review,logreg_balanced_c025_q09_s545_l51_m01_h12,123.6,1.9,99.31,1.24,33.0,positive_clue_no_selection,,,58270.0,3.75,10.0
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340H_review_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340H_f01_close_on_flat_false_pressure_probe_reviewed_positive_clue_no_selection,f01_corrected_control_positive_runtime_probe_q09_net_clue_quality_tradeoff_forward_cost_session_missing_no_selection,stage340H_open_stage341A_f01_stability_cost_regime_validation_branch,run341A_branch_stage340_to_f01_stability_cost_regime_validation_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340H/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340H_f01_close_on_flat_false_pressure_review.md,9,9,research_development_f01_corrected_pressure_mt5_probe_review_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
340_runtime_lifecycle_exit__quality_balance_pressure_review,run340H_review_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,run340G_execute_f01_close_on_flat_false_pressure_mt5_probe_without_db_v1,2026-06-01,completed_stage340H_f01_close_on_flat_false_pressure_probe_reviewed_positive_clue_no_selection,f01_corrected_control_positive_runtime_probe_q09_net_clue_quality_tradeoff_forward_cost_session_missing_no_selection,stage340H_open_stage341A_f01_stability_cost_regime_validation_branch,run341A_branch_stage340_to_f01_stability_cost_regime_validation_without_db_v1,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/02_runs/run340H/final_decision.json,stages/340_runtime_lifecycle_exit__quality_balance_pressure_review/03_reviews/run340H_f01_close_on_flat_false_pressure_review.md,9,9,research_development_f01_corrected_pressure_mt5_probe_review_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_q09_s545_l51_m01_h12,123.6,1.9,99.31,1.24,33.0,same_as_tier_a_until_tier_b_available,,,58270.0,3.75,10.0
