record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,followup_profile,repair_profile,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-10,27,207.94,339.46,-131.52,2.581052,7.701481,0.555556,22.630667,-10.96,2.064842,50.82,7.729042,8,0.666667,5,4.091696,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-11,30,260.58,462.53,-201.95,2.290319,8.686,0.6,25.696111,-16.829167,1.52688,95.86,18.614677,15,0.8,3,2.718339,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-12,23,-135.39,217.42,-352.81,0.616252,-5.886522,0.434783,21.742,-27.139231,0.801128,180.34,36.068,23,1.0,4,-0.750749,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-01,15,60.85,81.98,-21.13,3.879792,4.056667,0.666667,8.198,-4.226,1.939896,17.72,3.322085,4,0.4,3,3.433973,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-02,15,163.29,182.26,-18.97,9.607802,10.886,0.733333,16.569091,-4.7425,3.493746,12.94,1.91355,2,0.266667,2,12.619011,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-03,13,64.25,87.23,-22.98,3.795909,4.942308,0.615385,10.90375,-4.596,2.372443,10.73,1.924767,2,0.461538,2,5.987884,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-04,29,57.76,195.82,-138.06,1.418369,1.991724,0.482759,13.987143,-9.204,1.519681,49.23,8.355114,12,0.793103,4,1.173268,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-05,11,97.45,126.31,-28.86,4.376646,8.859091,0.818182,14.034444,-14.43,0.972588,19.84,3.683829,3,0.454545,1,4.911794,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-06,11,3.39,92.58,-89.19,1.038009,0.308182,0.363636,23.145,-12.741429,1.816515,50.82,9.169809,5,0.818182,3,0.066706,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-07,39,-35.17,189.4,-224.57,0.84339,-0.901795,0.538462,9.019048,-12.476111,0.722905,80.77,16.154,39,1.0,5,-0.435434,minor_negative_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-08,46,96.07,323.76,-227.69,1.421933,2.088478,0.586957,11.991111,-11.983684,1.00062,42.99,7.847182,11,0.73913,3,2.234706,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-09,34,162.06,296.85,-134.79,2.202315,4.766471,0.647059,13.493182,-11.2325,1.201263,50.17,8.523471,12,0.617647,4,3.230217,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-10,27,192.68,316.85,-124.17,2.551744,7.136296,0.518519,22.632143,-9.551538,2.369476,65.47,9.882712,22,0.851852,4,2.943027,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-11,29,282.33,463.52,-181.19,2.558199,9.735517,0.62069,25.751111,-16.471818,1.563344,79.49,15.677573,9,0.689655,3,3.551768,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,month,2024-12,21,-126.58,208.92,-335.5,0.622712,-6.027619,0.380952,26.115,-25.807692,1.011908,177.65,33.956458,15,0.904762,4,-0.712525,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-01,15,60.85,81.98,-21.13,3.879792,4.056667,0.666667,8.198,-4.226,1.939896,17.72,3.322085,4,0.4,3,3.433973,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-02,15,163.29,182.26,-18.97,9.607802,10.886,0.733333,16.569091,-4.7425,3.493746,12.94,1.91355,2,0.266667,2,12.619011,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-03,13,64.25,87.23,-22.98,3.795909,4.942308,0.615385,10.90375,-4.596,2.372443,10.73,1.924767,2,0.461538,2,5.987884,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-04,29,57.76,195.82,-138.06,1.418369,1.991724,0.482759,13.987143,-9.204,1.519681,49.23,8.355114,12,0.793103,4,1.173268,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-05,11,97.45,126.31,-28.86,4.376646,8.859091,0.818182,14.034444,-14.43,0.972588,19.84,3.683829,3,0.454545,1,4.911794,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-06,11,3.39,92.58,-89.19,1.038009,0.308182,0.363636,23.145,-12.741429,1.816515,50.82,9.169809,5,0.818182,3,0.066706,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-07,39,-35.17,189.4,-224.57,0.84339,-0.901795,0.538462,9.019048,-12.476111,0.722905,80.77,16.154,39,1.0,5,-0.435434,minor_negative_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-08,46,96.07,323.76,-227.69,1.421933,2.088478,0.586957,11.991111,-11.983684,1.00062,42.99,7.847182,11,0.73913,3,2.234706,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-09,34,162.06,296.85,-134.79,2.202315,4.766471,0.647059,13.493182,-11.2325,1.201263,50.17,8.523471,12,0.617647,4,3.230217,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-10,27,192.68,316.85,-124.17,2.551744,7.136296,0.518519,22.632143,-9.551538,2.369476,65.47,9.882712,22,0.851852,4,2.943027,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-11,29,282.33,463.52,-181.19,2.558199,9.735517,0.62069,25.751111,-16.471818,1.563344,79.49,15.677573,9,0.689655,3,3.551768,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,routed_total,month,2024-12,21,-126.58,208.92,-335.5,0.622712,-6.027619,0.380952,26.115,-25.807692,1.011908,177.65,33.956458,15,0.904762,4,-0.712525,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Tuesday,59,416.49,707.78,-291.29,2.429812,7.059153,0.627119,19.129189,-13.240455,1.444753,86.84,8.688953,6,0.508475,3,4.796062,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Thursday,65,415.49,682.5,-267.01,2.556084,6.392154,0.646154,16.25,-11.60913,1.39976,61.21,6.591813,7,0.569231,4,6.787943,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Friday,68,131.8,513.21,-381.41,1.34556,1.938235,0.558824,13.505526,-12.713667,1.062284,83.69,15.293946,39,0.867647,4,1.57486,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Monday,43,-263.83,221.71,-485.54,0.456626,-6.135581,0.418605,12.317222,-19.4216,0.634202,267.06,53.069173,42,0.976744,4,-0.987905,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,tier_only_total,weekday,Wednesday,55,317.16,601.64,-284.48,2.114876,5.766545,0.6,18.231515,-12.930909,1.409918,80.43,9.08793,15,0.690909,4,3.943305,measured_slice
