ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count,probability_parity_pass_rows,best_candidate_id,candidate_count,scout_clue_count,materialization_candidate_count,meaningful_signal_count,completion_candidate_count,model,drawdown_percent,trades_per_day,oos_trades_per_day,oos_net_profit,oos_profit_factor,oos_trade_count,oos_drawdown_percent
run01K_logreg_a_base_no_fallback_hold18_v1__mt5_routed_total_oos,10_alpha_scout__default_split_model_threshold_scan,run01K_logreg_a_base_no_fallback_hold18_v1,mt5_routed_total_oos,run01K_logreg_a_base_no_fallback_hold18_v1,mt5_routed_total_oos,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01K_logreg_a_base_no_fallback_hold18_v1/mt5/reports/Project_Obsidian_Prime_v2_run01K_logreg_a_base_no_fallback_hold18_v1_routed_oos.htm,net_profit=133.78;pf=1.17;expectancy=0.88;trades=152;win_rate=53.29,a_used=7584;b_fallback=0;no_tier_labelable=159;max_dd=143.59;recovery=0.93;fill=300;reject=0;skip=29753,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__python_tier_a_separate,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,python_tier_a_separate,run01L_logreg_a_base_no_fallback_hold24_v1,python_tier_a_separate,Tier A,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/predictions/tier_a_separate_predictions.parquet,rows=46650;signal_coverage=0.123001;signal_count=5738;short=96;long=5642,"prob_sum_err=2.22045e-16;selected_threshold=a_short0.600_long0.450_margin0.000__b_disabled__hold24;threshold_ids=[""short0.600_long0.450_margin0.000""];subtype_counts={""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A full-context primary view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__python_tier_b_separate,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,python_tier_b_separate,run01L_logreg_a_base_no_fallback_hold24_v1,python_tier_b_separate,Tier B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/predictions/tier_b_separate_predictions.parquet,rows=12398;signal_coverage=0.0228263;signal_count=283;short=0;long=283,"prob_sum_err=2.22045e-16;selected_threshold=a_short0.600_long0.450_margin0.000__b_disabled__hold24;threshold_ids=[""short0.600_long0.450_margin0.000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240}",out_of_scope_by_claim,Tier B partial-context fallback-only view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__python_tier_ab_combined,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,python_tier_ab_combined,run01L_logreg_a_base_no_fallback_hold24_v1,python_tier_ab_combined,Tier A+B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/predictions/tier_ab_combined_predictions.parquet,rows=59048;signal_coverage=0.101968;signal_count=6021;short=96;long=5925,"prob_sum_err=2.22045e-16;selected_threshold=a_short0.600_long0.450_margin0.000__b_disabled__hold24;threshold_ids=[""short0.600_long0.450_margin0.000""];subtype_counts={""B_constituent_missing"":1,""B_core_only"":200,""B_full_context_outside_tier_a_scope"":217,""B_macro_missing"":10740,""B_mixed_partial_context"":1240,""Tier_A_full_context"":46650}",out_of_scope_by_claim,Tier A primary plus Tier B fallback routed Python view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_tier_a_only_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_a_only_validation_is,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_a_only_validation_is,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/mt5/reports/Project_Obsidian_Prime_v2_run01L_logreg_a_base_no_fallback_hold24_v1_tier_a_only_validation_is.htm,net_profit=454.69;pf=1.52;expectancy=3.01;trades=151;win_rate=58.28,labelable=9844;feature_ready=9844;model_ok=9844;no_tier_labelable=203;max_dd=150.73;recovery=3.02;fill=291;reject=0;skip=42964;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_tier_b_fallback_only_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_b_fallback_only_validation_is,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_b_fallback_only_validation_is,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/mt5/reports/Project_Obsidian_Prime_v2_run01L_logreg_a_base_no_fallback_hold24_v1_tier_b_fallback_only_validation_is.htm,net_profit=36.22;pf=2.25;expectancy=6.04;trades=6;win_rate=66.67,"labelable=2366;feature_ready=2366;model_ok=2366;no_tier_labelable=203;max_dd=119.6;recovery=0.3;fill=12;reject=0;skip=50442;subtypes={""B_core_only"":25,""B_macro_missing"":2126,""B_mixed_partial_context"":215}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_routed_tier_a_used_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_tier_a_used_validation_is,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_tier_a_used_validation_is,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/kpi_record.json,route_bars=9844;route_share=1;signals=1645;long=1582;short=63;fills=291,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_routed_total_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_total_validation_is,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_total_validation_is,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/mt5/reports/Project_Obsidian_Prime_v2_run01L_logreg_a_base_no_fallback_hold24_v1_routed_validation_is.htm,net_profit=454.69;pf=1.52;expectancy=3.01;trades=151;win_rate=58.28,a_used=9844;b_fallback=0;no_tier_labelable=203;max_dd=150.73;recovery=3.02;fill=291;reject=0;skip=42964,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_tier_a_only_oos,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_a_only_oos,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_a_only_oos,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/mt5/reports/Project_Obsidian_Prime_v2_run01L_logreg_a_base_no_fallback_hold24_v1_tier_a_only_oos.htm,net_profit=100.99;pf=1.14;expectancy=0.78;trades=129;win_rate=53.49,labelable=7584;feature_ready=7584;model_ok=7584;no_tier_labelable=159;max_dd=144.54;recovery=0.7;fill=253;reject=0;skip=29753;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_tier_b_fallback_only_oos,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_b_fallback_only_oos,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_tier_b_fallback_only_oos,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/mt5/reports/Project_Obsidian_Prime_v2_run01L_logreg_a_base_no_fallback_hold24_v1_tier_b_fallback_only_oos.htm,net_profit=26.27;pf=1.11;expectancy=2.02;trades=13;win_rate=53.85,"labelable=1062;feature_ready=1062;model_ok=1062;no_tier_labelable=159;max_dd=175.69;recovery=0.15;fill=26;reject=0;skip=36275;subtypes={""B_core_only"":24,""B_full_context_outside_tier_a_scope"":1,""B_macro_missing"":809,""B_mixed_partial_context"":228}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_routed_tier_a_used_oos,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_tier_a_used_oos,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_tier_a_used_oos,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/kpi_record.json,route_bars=7584;route_share=1;signals=1342;long=1336;short=6;fills=253,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01L_logreg_a_base_no_fallback_hold24_v1__mt5_routed_total_oos,10_alpha_scout__default_split_model_threshold_scan,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_total_oos,run01L_logreg_a_base_no_fallback_hold24_v1,mt5_routed_total_oos,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1/mt5/reports/Project_Obsidian_Prime_v2_run01L_logreg_a_base_no_fallback_hold24_v1_routed_oos.htm,net_profit=100.99;pf=1.14;expectancy=0.78;trades=129;win_rate=53.49,a_used=7584;b_fallback=0;no_tier_labelable=159;max_dd=144.54;recovery=0.7;fill=253;reject=0;skip=29753,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__python_tier_a_separate,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,python_tier_a_separate,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,python_tier_a_separate,Tier A,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/predictions/tier_a_separate_predictions.parquet,rows=15634;signal_coverage=0.107586;signal_count=1682;short=31;long=1651,"prob_sum_err=2.22045e-16;selected_threshold=a_short0.600_long0.450_margin0.000__b_disabled__hold9__slice_mid;threshold_ids=[""short0.600_long0.450_margin0.000""];subtype_counts={""Tier_A_full_context"":15634}",out_of_scope_by_claim,Tier A full-context primary view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__python_tier_b_separate,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,python_tier_b_separate,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,python_tier_b_separate,Tier B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/predictions/tier_b_separate_predictions.parquet,rows=4048;signal_coverage=0.0148221;signal_count=60;short=0;long=60,"prob_sum_err=2.22045e-16;selected_threshold=a_short0.600_long0.450_margin0.000__b_disabled__hold9__slice_mid;threshold_ids=[""short0.600_long0.450_margin0.000""];subtype_counts={""B_full_context_outside_tier_a_scope"":75,""B_macro_missing"":3958,""B_mixed_partial_context"":15}",out_of_scope_by_claim,Tier B partial-context fallback-only view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__python_tier_ab_combined,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,python_tier_ab_combined,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,python_tier_ab_combined,Tier A+B,signal_probability_threshold,structural_scout,completed,inconclusive_single_split_scout_payload,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/predictions/tier_ab_combined_predictions.parquet,rows=19682;signal_coverage=0.0885073;signal_count=1742;short=31;long=1711,"prob_sum_err=2.22045e-16;selected_threshold=a_short0.600_long0.450_margin0.000__b_disabled__hold9__slice_mid;threshold_ids=[""short0.600_long0.450_margin0.000""];subtype_counts={""B_full_context_outside_tier_a_scope"":75,""B_macro_missing"":3958,""B_mixed_partial_context"":15,""Tier_A_full_context"":15634}",out_of_scope_by_claim,Tier A primary plus Tier B fallback routed Python view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_tier_a_only_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_a_only_validation_is,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_a_only_validation_is,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/mt5/reports/Project_Obsidian_Prime_v2_run01N_logreg_a_base_no_fallback_hold9_session_mid_v1_tier_a_only_validation_is.htm,net_profit=334.73;pf=1.82;expectancy=4.08;trades=82;win_rate=57.32,labelable=3260;feature_ready=3260;model_ok=3260;no_tier_labelable=53;max_dd=182.06;recovery=1.84;fill=160;reject=0;skip=49548;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_tier_b_fallback_only_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_b_fallback_only_validation_is,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_b_fallback_only_validation_is,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/mt5/reports/Project_Obsidian_Prime_v2_run01N_logreg_a_base_no_fallback_hold9_session_mid_v1_tier_b_fallback_only_validation_is.htm,net_profit=43.15;pf=0;expectancy=43.15;trades=1;win_rate=100,"labelable=810;feature_ready=810;model_ok=810;no_tier_labelable=53;max_dd=59.01;recovery=0.73;fill=2;reject=0;skip=51998;subtypes={""B_macro_missing"":800,""B_mixed_partial_context"":10}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_routed_tier_a_used_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_tier_a_used_validation_is,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_tier_a_used_validation_is,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/kpi_record.json,route_bars=3260;route_share=1;signals=496;long=476;short=20;fills=160,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_routed_total_validation_is,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_total_validation_is,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_total_validation_is,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/mt5/reports/Project_Obsidian_Prime_v2_run01N_logreg_a_base_no_fallback_hold9_session_mid_v1_routed_validation_is.htm,net_profit=334.73;pf=1.82;expectancy=4.08;trades=82;win_rate=57.32,a_used=3260;b_fallback=0;no_tier_labelable=53;max_dd=182.06;recovery=1.84;fill=160;reject=0;skip=49548,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_tier_a_only_oos,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_a_only_oos,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_a_only_oos,Tier A,trading_risk_execution,runtime_probe,completed,inconclusive_tier_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/mt5/reports/Project_Obsidian_Prime_v2_run01N_logreg_a_base_no_fallback_hold9_session_mid_v1_tier_a_only_oos.htm,net_profit=203.97;pf=1.71;expectancy=2.58;trades=79;win_rate=56.96,labelable=2627;feature_ready=2627;model_ok=2627;no_tier_labelable=49;max_dd=101.23;recovery=2.01;fill=158;reject=0;skip=34710;subtypes=NA,completed,Tier A only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_tier_b_fallback_only_oos,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_b_fallback_only_oos,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_tier_b_fallback_only_oos,Tier B,trading_risk_execution,runtime_probe,completed,inconclusive_tier_b_fallback_only_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/mt5/reports/Project_Obsidian_Prime_v2_run01N_logreg_a_base_no_fallback_hold9_session_mid_v1_tier_b_fallback_only_oos.htm,net_profit=144.13;pf=3.31;expectancy=36.03;trades=4;win_rate=75,"labelable=255;feature_ready=255;model_ok=255;no_tier_labelable=49;max_dd=178.14;recovery=0.81;fill=8;reject=0;skip=37082;subtypes={""B_macro_missing"":255}",completed,Tier B fallback-only standalone MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_routed_tier_a_used_oos,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_tier_a_used_oos,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_tier_a_used_oos,Tier A,routed_signal_execution_usage,runtime_probe,completed,inconclusive_routed_component_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/kpi_record.json,route_bars=2627;route_share=1;signals=442;long=441;short=1;fills=158,profit_attribution=not_separable_from_single_routed_account_path;reject=0;skip=0;subtypes=NA,completed,Tier A primary used component from one routed MT5 tester run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1__mt5_routed_total_oos,10_alpha_scout__default_split_model_threshold_scan,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_total_oos,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_routed_total_oos,Tier A+B,trading_risk_execution,runtime_probe,completed,inconclusive_routed_total_runtime_probe,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1/mt5/reports/Project_Obsidian_Prime_v2_run01N_logreg_a_base_no_fallback_hold9_session_mid_v1_routed_oos.htm,net_profit=203.97;pf=1.71;expectancy=2.58;trades=79;win_rate=56.96,a_used=2627;b_fallback=0;no_tier_labelable=49;max_dd=101.23;recovery=2.01;fill=158;reject=0;skip=34710,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
