queue_id,source_queue_id,axis_id,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,attempt_name,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,fallback_enabled,execution_status,runtime_status
run267t_06_s264_lc_abl_trend_strength_direction,run267N_07_s264_lc_abl_trend_strength_direction,run267S_axis02_non_calendar_weak_slice_resilience,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_06_s264_lc_abl_trend_strength_direction_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_abl_trend_strength_direction_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_06_s264_lc_abl_trend_strength_direction_ta_2024.set,b4e564aa570445fcd044713f90c23d2d0d23aeab6c9c3decc4d2ea467165dfcc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_06_s264_lc_abl_trend_strength_direction_ta_2024.ini,d3d85e24870637e98a769c26219c3b26f30d948be7a5c911c08c86e0d0f29881,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/telemetry/run267t_06_s264_lc_abl_trend_strength_direction_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/telemetry/run267t_06_s264_lc_abl_trend_strength_direction_ta_2024_summary.csv,False,completed,completed
run267t_06_s264_lc_abl_trend_strength_direction,run267N_07_s264_lc_abl_trend_strength_direction,run267S_axis02_non_calendar_weak_slice_resilience,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_06_s264_lc_abl_trend_strength_direction_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_lc_abl_trend_strength_direction_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_06_s264_lc_abl_trend_strength_direction_rt_2024.set,984a6c60fc4a8749ff6fc19c49775bb7dfa4f78c747577ae74b731ac56759077,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_06_s264_lc_abl_trend_strength_direction_rt_2024.ini,1541f9ad871bd04320e6b0685f3e05acaa8201a7d5a4fb8f999d2b2e4e94e055,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/telemetry/run267t_06_s264_lc_abl_trend_strength_direction_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/telemetry/run267t_06_s264_lc_abl_trend_strength_direction_rt_2024_summary.csv,False,completed,completed
run267t_07_s264_lc_rep_trend_strength_adx,run267N_08_s264_lc_rep_trend_strength_adx,run267S_axis02_non_calendar_weak_slice_resilience,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_07_s264_lc_rep_trend_strength_adx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_rep_trend_strength_adx_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_07_s264_lc_rep_trend_strength_adx_ta_2024.set,fa272f447ed427d5bebb23f14f25f31d5f57ef982422271fa60ca4ae022d25b4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_07_s264_lc_rep_trend_strength_adx_ta_2024.ini,20e6450ac3f9525d212104a25ba9274bb22bb709b3f873fec786d85a050b5cf2,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/telemetry/run267t_07_s264_lc_rep_trend_strength_adx_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/telemetry/run267t_07_s264_lc_rep_trend_strength_adx_ta_2024_summary.csv,False,completed,completed
run267t_07_s264_lc_rep_trend_strength_adx,run267N_08_s264_lc_rep_trend_strength_adx,run267S_axis02_non_calendar_weak_slice_resilience,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_07_s264_lc_rep_trend_strength_adx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_lc_rep_trend_strength_adx_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_07_s264_lc_rep_trend_strength_adx_rt_2024.set,2d99577e2f3c5d163fdb5e80d9306ca5057f318f6f6d5a2521ba90c8d3df8ce1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_07_s264_lc_rep_trend_strength_adx_rt_2024.ini,0c89396bc200c6f61de4753947a6d9a27d140e8166c6f917aab4ef40006def05,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/telemetry/run267t_07_s264_lc_rep_trend_strength_adx_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/telemetry/run267t_07_s264_lc_rep_trend_strength_adx_rt_2024_summary.csv,False,completed,completed
run267t_08_s262_lih_rep_volatility_atr,run267N_14_s262_lih_rep_volatility_atr,run267S_axis01_pool_wide_variant_distinguishability,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_08_s262_lih_rep_volatility_atr_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_rep_volatility_atr_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_08_s262_lih_rep_volatility_atr_ta_2024.set,03384069146e4bfcd627a95181758463705aa99c4f49ecdc5cda4f8977b672db,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_08_s262_lih_rep_volatility_atr_ta_2024.ini,b67511396bce3417c150b64ab1ac48d336d042d07d554ad77c30a281066521c5,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_08_s262_lih_rep_volatility_atr/telemetry/run267t_08_s262_lih_rep_volatility_atr_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_08_s262_lih_rep_volatility_atr/telemetry/run267t_08_s262_lih_rep_volatility_atr_ta_2024_summary.csv,False,completed,completed
run267t_08_s262_lih_rep_volatility_atr,run267N_14_s262_lih_rep_volatility_atr,run267S_axis01_pool_wide_variant_distinguishability,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_08_s262_lih_rep_volatility_atr_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_rep_volatility_atr_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_08_s262_lih_rep_volatility_atr_rt_2024.set,ed00fe6d7a9a9e8b019deffd22c835de4c107eb516bed76c674b11245e9ea100,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_08_s262_lih_rep_volatility_atr_rt_2024.ini,0431185784584318fc187fece404a58598b4befd325f944e26150e5d54a4ebdb,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_08_s262_lih_rep_volatility_atr/telemetry/run267t_08_s262_lih_rep_volatility_atr_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_08_s262_lih_rep_volatility_atr/telemetry/run267t_08_s262_lih_rep_volatility_atr_rt_2024_summary.csv,False,completed,completed
run267t_09_s262_lih_abl_trend_strength_direction,run267N_12_s262_lih_abl_trend_strength_direction,run267S_axis02_non_calendar_weak_slice_resilience,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_09_s262_lih_abl_trend_strength_direction_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_abl_trend_strength_direction_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_09_s262_lih_abl_trend_strength_direction_ta_2024.set,3274736be0ccbf749490a225790c57c38a8f04c4640152448a3cb5015f997b6f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_09_s262_lih_abl_trend_strength_direction_ta_2024.ini,7c36d3435e6f8eb5f8fa81310c1c371dd4eba47fe129ada13e495b13f6f2bd1b,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/telemetry/run267t_09_s262_lih_abl_trend_strength_direction_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/telemetry/run267t_09_s262_lih_abl_trend_strength_direction_ta_2024_summary.csv,False,completed,completed
run267t_09_s262_lih_abl_trend_strength_direction,run267N_12_s262_lih_abl_trend_strength_direction,run267S_axis02_non_calendar_weak_slice_resilience,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_09_s262_lih_abl_trend_strength_direction_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_abl_trend_strength_direction_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_09_s262_lih_abl_trend_strength_direction_rt_2024.set,e98c64a4588ee7d524556b2a79307e34de81ff04770d322dff83d37d8593cd7c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_09_s262_lih_abl_trend_strength_direction_rt_2024.ini,8b1c6e4a04dc029697749076e616427ad83cadffc9fc2e8933e1ab9da31669f5,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/telemetry/run267t_09_s262_lih_abl_trend_strength_direction_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/telemetry/run267t_09_s262_lih_abl_trend_strength_direction_rt_2024_summary.csv,False,completed,completed
run267t_10_s262_lih_rep_trend_strength_adx,run267N_13_s262_lih_rep_trend_strength_adx,run267S_axis02_non_calendar_weak_slice_resilience,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_10_s262_lih_rep_trend_strength_adx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_rep_trend_strength_adx_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_10_s262_lih_rep_trend_strength_adx_ta_2024.set,4b0dc2c9073efc85be1c3c782c6d25824cfeac2bc15f5f509d0a326eaa152050,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_10_s262_lih_rep_trend_strength_adx_ta_2024.ini,8e6a16c235fe4ea3f9333dae0bd8dc2396e414396cc72f086d45d8d72d6dd298,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/telemetry/run267t_10_s262_lih_rep_trend_strength_adx_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/telemetry/run267t_10_s262_lih_rep_trend_strength_adx_ta_2024_summary.csv,False,completed,completed
run267t_10_s262_lih_rep_trend_strength_adx,run267N_13_s262_lih_rep_trend_strength_adx,run267S_axis02_non_calendar_weak_slice_resilience,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_10_s262_lih_rep_trend_strength_adx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_rep_trend_strength_adx_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_10_s262_lih_rep_trend_strength_adx_rt_2024.set,ae11b567354ec893158bd0f8a610388d66578dfd9e0487a89d988cad524874a9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_10_s262_lih_rep_trend_strength_adx_rt_2024.ini,7cbd8e7e7e70b199a1a8d67277761e8728c5e9c2eac08d2bc06e2b76cc99c734,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/telemetry/run267t_10_s262_lih_rep_trend_strength_adx_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/telemetry/run267t_10_s262_lih_rep_trend_strength_adx_rt_2024_summary.csv,False,completed,completed
run267t_11_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,run267S_axis01_pool_wide_variant_distinguishability,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_11_s264_aia_abl_volatility_bandwidth_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_abl_volatility_bandwidth_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_11_s264_aia_abl_volatility_bandwidth_ta_2024.set,f3c05954956676d1a3cf0d514d0c7945c222aed95e22c57aab2e1c407e32400c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_11_s264_aia_abl_volatility_bandwidth_ta_2024.ini,dcd9b18170d623b3bc9d8e9fa64c626151433e17a73f1adc5f9b22ef69934d35,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_11_s264_aia_abl_volatility_bandwidth/telemetry/run267t_11_s264_aia_abl_volatility_bandwidth_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_11_s264_aia_abl_volatility_bandwidth/telemetry/run267t_11_s264_aia_abl_volatility_bandwidth_ta_2024_summary.csv,False,completed,completed
run267t_11_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,run267S_axis01_pool_wide_variant_distinguishability,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_11_s264_aia_abl_volatility_bandwidth_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_abl_volatility_bandwidth_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_11_s264_aia_abl_volatility_bandwidth_rt_2024.set,acd8fed509c6e5ee46f8689f88b0303f3c00f13729937e18d689414a70543994,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_11_s264_aia_abl_volatility_bandwidth_rt_2024.ini,76e8190046f7c05c45c194e18e124d7c82b7937a2bcbe26e9db89fe1a102c31a,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_11_s264_aia_abl_volatility_bandwidth/telemetry/run267t_11_s264_aia_abl_volatility_bandwidth_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_11_s264_aia_abl_volatility_bandwidth/telemetry/run267t_11_s264_aia_abl_volatility_bandwidth_rt_2024_summary.csv,False,completed,completed
run267t_12_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,run267S_axis01_pool_wide_variant_distinguishability,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_12_s264_aia_rep_volatility_atr_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_rep_volatility_atr_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_12_s264_aia_rep_volatility_atr_ta_2024.set,ec72d06dcfa2d3d099725a8a0d5f8e09f2996cfd549a651683bf4949ce650efa,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_12_s264_aia_rep_volatility_atr_ta_2024.ini,9e6bf638b75acd5948f00847337d4367c3f6967f73c7c6e698b528ba277bea42,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_12_s264_aia_rep_volatility_atr/telemetry/run267t_12_s264_aia_rep_volatility_atr_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_12_s264_aia_rep_volatility_atr/telemetry/run267t_12_s264_aia_rep_volatility_atr_ta_2024_summary.csv,False,completed,completed
run267t_12_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,run267S_axis01_pool_wide_variant_distinguishability,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_12_s264_aia_rep_volatility_atr_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_rep_volatility_atr_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_12_s264_aia_rep_volatility_atr_rt_2024.set,47b970c88a5d3669332b45d68167dd11f1d829fa0a5faf2b7f8d523d4fd36aeb,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_12_s264_aia_rep_volatility_atr_rt_2024.ini,8f37020f237b47b9eced69d5151bea7afaa4e5f60f78c991a0a310f69e2983b0,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_12_s264_aia_rep_volatility_atr/telemetry/run267t_12_s264_aia_rep_volatility_atr_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_12_s264_aia_rep_volatility_atr/telemetry/run267t_12_s264_aia_rep_volatility_atr_rt_2024_summary.csv,False,completed,completed
run267t_13_s264_aia_abl_trend_strength_direction,run267N_16_s264_aia_abl_trend_strength_direction,run267S_axis02_non_calendar_weak_slice_resilience,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_13_s264_aia_abl_trend_strength_direction_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_abl_trend_strength_direction_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_13_s264_aia_abl_trend_strength_direction_ta_2024.set,d58cf604c0521d34b7be9a84d57ed2357e571aa594798d09377a1ecf6d32f4c9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_13_s264_aia_abl_trend_strength_direction_ta_2024.ini,2d3adacfca782d343492d56d1575dce02e002bf2d523d57139fd62813ba96949,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_13_s264_aia_abl_trend_strength_direction/telemetry/run267t_13_s264_aia_abl_trend_strength_direction_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_13_s264_aia_abl_trend_strength_direction/telemetry/run267t_13_s264_aia_abl_trend_strength_direction_ta_2024_summary.csv,False,completed,completed
run267t_13_s264_aia_abl_trend_strength_direction,run267N_16_s264_aia_abl_trend_strength_direction,run267S_axis02_non_calendar_weak_slice_resilience,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_13_s264_aia_abl_trend_strength_direction_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_abl_trend_strength_direction_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_13_s264_aia_abl_trend_strength_direction_rt_2024.set,d21bfdac9de7a9f866b330e1d691db89387dc6fb096df287e74936936a0449b4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_13_s264_aia_abl_trend_strength_direction_rt_2024.ini,1ce8e8d4d602e34fc431daae63ac067c9ba01871a93c1ff50c65dda93167329e,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_13_s264_aia_abl_trend_strength_direction/telemetry/run267t_13_s264_aia_abl_trend_strength_direction_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_13_s264_aia_abl_trend_strength_direction/telemetry/run267t_13_s264_aia_abl_trend_strength_direction_rt_2024_summary.csv,False,completed,completed
run267t_14_s264_aia_rep_trend_strength_adx,run267N_18_s264_aia_rep_trend_strength_adx,run267S_axis02_non_calendar_weak_slice_resilience,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_14_s264_aia_rep_trend_strength_adx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_rep_trend_strength_adx_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_14_s264_aia_rep_trend_strength_adx_ta_2024.set,c05bb9fa4dda2273dc7bf8edc533232202172522507c339539f53b6333372987,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_14_s264_aia_rep_trend_strength_adx_ta_2024.ini,7fae629cb6e9727378e77791dcd98d7706feff225bb8b734301e9c688750af69,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_14_s264_aia_rep_trend_strength_adx/telemetry/run267t_14_s264_aia_rep_trend_strength_adx_ta_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_14_s264_aia_rep_trend_strength_adx/telemetry/run267t_14_s264_aia_rep_trend_strength_adx_ta_2024_summary.csv,False,completed,completed
run267t_14_s264_aia_rep_trend_strength_adx,run267N_18_s264_aia_rep_trend_strength_adx,run267S_axis02_non_calendar_weak_slice_resilience,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267t_14_s264_aia_rep_trend_strength_adx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_rep_trend_strength_adx_run267t,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_14_s264_aia_rep_trend_strength_adx_rt_2024.set,15b6b1b6e5285dec90a59bf87abda64d4202cad4532433e7f85b571ea3ba76ef,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/mt5/run267t_14_s264_aia_rep_trend_strength_adx_rt_2024.ini,f64fbf68aa99e4b82ede207a272fcb2507ace00a0a71602d61b740c7c591ee1b,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_14_s264_aia_rep_trend_strength_adx/telemetry/run267t_14_s264_aia_rep_trend_strength_adx_rt_2024_telemetry.csv,OPV2/s267t/run267T_orthogonal_stability/s264_aia/run267t_14_s264_aia_rep_trend_strength_adx/telemetry/run267t_14_s264_aia_rep_trend_strength_adx_rt_2024_summary.csv,False,completed,completed
