scaffold_id,package_family,package_id,required_field_review,missing_fields,family_file_review,source_identity_review,closed_flag_review,result_ingestion_block_review,next_review_binding,forbidden_review,review_status,claim_boundary
run337J_03_001,core56,core56_source_inventory_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_002,core56,core56_asof_join_contract_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_003,core56,core56_feature_handoff_snapshot_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_004,core56,core56_proxy_expected_generation_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_03_005,core56,core56_fresh_mt5_probe_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_001,cost_curve,cost_ladder_stress_gate_extraction_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_002,cost_curve,direction_symmetry_gate_extraction_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_003,cost_curve,curve_pocket_gate_extraction_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_004,cost_curve,lot_normalized_gate_extraction_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_04_005,cost_curve,regime_slice_gate_extraction_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_001,offense,offense_cost_buffer_interaction_search_thesis_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_002,offense,offense_direction_symmetric_signal_thesis_thesis_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_003,offense,offense_curve_quality_objective_probe_thesis_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_004,offense,offense_regime_invariant_rebuild_thesis_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_001,regime,vix_regime_asof_source_audit_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_002,regime,usd_regime_asof_source_audit_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_003,regime,rate_regime_asof_source_audit_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_004,regime,adx_regime_runtime_source_audit_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_005,regime,volatility_regime_runtime_source_audit_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_006,regime,session_month_hour_slices_source_audit_blueprint_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_001,runtime,m48_bal_rf_runtime_probe_blueprint_v1_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_002,runtime,m48_plain_rf_runtime_probe_blueprint_v1_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_003,runtime,u42_bal_rf_runtime_probe_blueprint_v1_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_004,runtime,u42_plain_rf_runtime_probe_blueprint_v1_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_005,runtime,core56_refresh_candidate_runtime_probe_blueprint_v1_package_spec,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_001,claim_boundary,model_training,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_002,claim_boundary,mt5_execution,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_003,claim_boundary,threshold_retune,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_004,claim_boundary,lot_optimization,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_005,claim_boundary,forward_pocket_filtering,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_006,claim_boundary,candidate_selection,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_007,claim_boundary,forward_passed,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_008,claim_boundary,forward_failed,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_009,claim_boundary,runtime_authority,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_010,claim_boundary,goal_achieve,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_011,claim_boundary,live_readiness,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_09_001,package_index,package_index_and_claim_boundary_runner_scaffold,pass,,pass,pass,pass,pass,pass,pass,accepted_for_run337L_materialization,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
