design_id,source_queue_id,source_matrix_id,candidate_id,candidate_alias,candidate_role,test_type,test_id,feature_family,features_or_replacements,prior_transform_type,prior_materialization_boundary,source_feature_file,source_feature_columns,source_surface_status,required_action_lane,run267T_evidence_status,run267T_signature_id,run267T_collapse_read,true_internal_requirement,success_criteria,failure_criteria,invalid_conditions,design_status,selected_candidate,onnx_readiness
run267U_11_s262_lih_abl_ma_trend,run267N_11_s262_lih_abl_ma_trend,s262_lih__abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,feature_category_ablation(피처 범주 제거),abl_ma_trend,moving_average_trend,close_ema20_ratio;close_ema50_ratio;ema9_ema20_diff;ema20_ema50_diff;ema50_ema200_diff;ema20_ema50_spread_zscore_50;sma50_sma200_ratio,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,not_executed_in_run267T,,,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_12_s262_lih_abl_trend_strength_direction,run267N_12_s262_lih_abl_trend_strength_direction,s262_lih__abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,feature_category_ablation(피처 범주 제거),abl_trend_strength_direction,trend_strength_direction,adx_14;di_spread_14;supertrend_10_3;vortex_indicator,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig01,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_13_s262_lih_rep_trend_strength_adx,run267N_13_s262_lih_rep_trend_strength_adx,s262_lih__rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,similar_feature_replacement(유사 피처 대체),rep_trend_strength_adx,trend_strength(추세 강도),adx_14 -> di_spread_14;vortex_indicator;supertrend_10_3,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig01,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_14_s262_lih_rep_volatility_atr,run267N_14_s262_lih_rep_volatility_atr,s262_lih__rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,similar_feature_replacement(유사 피처 대체),rep_volatility_atr,volatility_risk(변동성 위험),atr_14 -> atr_50;atr_14_over_atr_50;historical_vol_20;historical_vol_5_over_20;bollinger_width_20,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig02,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_15_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,s264_aia__abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,feature_category_ablation(피처 범주 제거),abl_volatility_bandwidth,volatility_bandwidth,atr_14;atr_50;atr_14_over_atr_50;bollinger_width_20;bb_position_20;bb_squeeze;historical_vol_20;historical_vol_5_over_20,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig02,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_16_s264_aia_abl_trend_strength_direction,run267N_16_s264_aia_abl_trend_strength_direction,s264_aia__abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,feature_category_ablation(피처 범주 제거),abl_trend_strength_direction,trend_strength_direction,adx_14;di_spread_14;supertrend_10_3;vortex_indicator,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig01,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_17_s264_aia_abl_session_timing,run267N_17_s264_aia_abl_session_timing,s264_aia__abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,feature_category_ablation(피처 범주 제거),abl_session_timing,session_timing,is_us_cash_open;minutes_from_cash_open;is_first_30m_after_open;is_last_30m_before_cash_close;overnight_return,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,not_executed_in_run267T,,,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_18_s264_aia_rep_trend_strength_adx,run267N_18_s264_aia_rep_trend_strength_adx,s264_aia__rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,similar_feature_replacement(유사 피처 대체),rep_trend_strength_adx,trend_strength(추세 강도),adx_14 -> di_spread_14;vortex_indicator;supertrend_10_3,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig01,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_19_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,s264_aia__rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,similar_feature_replacement(유사 피처 대체),rep_volatility_atr,volatility_risk(변동성 위험),atr_14 -> atr_50;atr_14_over_atr_50;historical_vol_20;historical_vol_5_over_20;bollinger_width_20,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig02,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_20_s258_stc_abl_price_return_range,run267N_20_s258_stc_abl_price_return_range,s258_stc__abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,feature_category_ablation(피처 범주 제거),abl_price_return_range,price_return_range,log_return_1;log_return_3;hl_range;close_open_ratio;gap_percent;close_prev_close_ratio;return_zscore_20;hl_zscore_50;return_1_over_atr_14,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,not_executed_in_run267T,,,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_21_s258_stc_abl_volatility_bandwidth,run267N_21_s258_stc_abl_volatility_bandwidth,s258_stc__abl_volatility_bandwidth,s258_short_tight_control,s258_stc,stress_challenger,feature_category_ablation(피처 범주 제거),abl_volatility_bandwidth,volatility_bandwidth,atr_14;atr_50;atr_14_over_atr_50;bollinger_width_20;bb_position_20;bb_squeeze;historical_vol_20;historical_vol_5_over_20,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig02,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
run267U_22_s258_stc_abl_trend_strength_direction,run267N_22_s258_stc_abl_trend_strength_direction,s258_stc__abl_trend_strength_direction,s258_short_tight_control,s258_stc,stress_challenger,feature_category_ablation(피처 범주 제거),abl_trend_strength_direction,trend_strength_direction,adx_14;di_spread_14;supertrend_10_3;vortex_indicator,context_proxy_score_extension(문맥 대체 점수 확장),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,compressed_surface_only_upstream_rebuild_required,reconstruct_upstream_raw_feature_surface_before_true_ablation,executed_in_run267T,sig01,collapsed_across_all_five_candidates,bind_raw_ATR_ADX_DI_supertrend_vortex_bollinger_historical_vol_columns_before_drop_replace,feature_order_hash_changes_by_real_column_removal_or_replacement_and_KPI_shape_distinguishes_candidate,new_variant_keeps_proxy_only_boundary_or_collapses_to_same_two_KPI_signatures,2024_period_used_as_training_target_or_feature_order_claim_does_not_match_runtime_contract,needs_upstream_surface_rebuild_before_materialization,none,not_claimed
